ID,CVS_NAME,PRODUCT_NAME,PRODUCT_CATEGORY,PRICE,PLUS,IMAGE
237,CU(씨유),롯데)왓따콜라풍선껌,과자류,333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/8799E2A73FDE4B348C72DE10E2C28405.jpg
238,CU(씨유),롯데)월드콘,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801062623471.jpg
239,CU(씨유),롯데)월드콘초코,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801062889747.jpg
240,CU(씨유),롯데)젤리톡톡오렌지185ml,음료,600,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056101930.jpg
241,CU(씨유),롯데)젤리톡톡포도185ml,음료,600,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056101978.jpg
242,CU(씨유),롯데)죠스바,아이스크림,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/4DF54ABC700841A0BC06B6831A5FA0B9.jpg
243,CU(씨유),롯데)초가을우엉차P500ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056076542.jpg
244,CU(씨유),롯데)칠성스트롱사이다P400ml,음료,1133,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056090111.jpg
245,CU(씨유),롯데)칸타타아메리카노390,음료,1933,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/9F86BDDEA60C49CC9B206697B408266F.jpg
246,CU(씨유),롯데)칸타타아메리카노캔,음료,867,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056048150.jpg
247,CU(씨유),롯데)칸타타프리미엄390ml,음료,1933,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/F02B2835341C470B94F93F96B6733966.jpg
248,CU(씨유),롯데)칸타타프리미엄캔,음료,867,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056048129.jpg
249,CU(씨유),롯데)콘트라베이스P500ml,음료,1667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056094591.jpg
250,CU(씨유),롯데)콘트라베이스라떼500,음료,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/D995E45C30564D0F88E78890B545F726.jpg
251,CU(씨유),롯데)콘트라베이스스위트,음료,1667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056102036.jpg
252,CU(씨유),롯데)콘트라블랙온장P400,음료,1533,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056104566.jpg
253,CU(씨유),롯데)크런키더블크런치바,아이스크림,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/691637A386EB4DB9831CD008508DE2B1.jpg
254,CU(씨유),롯데)크런키바월드콘맛,아이스크림,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801062891825.jpg
255,CU(씨유),롯데)크런키초콜릿,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801062628476.jpg
256,CU(씨유),롯데)키세스밀크52g,과자류,1000,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/46F43F59E16749F6AFE7ABF1F8208200.jpg
257,CU(씨유),롯데)키세스아몬드52g,과자류,1000,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/E89953B4981C4A70A10C26B547DCF2FB.jpg
258,CU(씨유),롯데)키세스쿠앤크52g,과자류,1000,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B2978DCC405046DF9CC9EDD416E50736.jpg
259,CU(씨유),롯데)핑크퐁오렌망고235ml,음료,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056088156.jpg
260,CU(씨유),롯데)핑크퐁포도사과235ml,음료,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056088170.jpg
261,CU(씨유),롯데)하비스트달콤고소,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801062896806.jpg
262,CU(씨유),롯데)한끼스무디250ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056097585.jpg
263,CU(씨유),롯데)한컵피나콜라다250ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056100919.jpg
264,CU(씨유),롯데)허니레몬배P280ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801056098216.jpg
265,CU(씨유),롯데푸드)CVS구구콘,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801118250606.jpg
266,CU(씨유),롯데푸드)국화빵,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801118251269.jpg
267,CU(씨유),롯데푸드)돼지콘,아이스크림,1200,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/C941CBB068274B0D823D07D849FA39D5.jpg
268,CU(씨유),롯데푸드)별난바,아이스크림,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801118255229.jpg
269,CU(씨유),롯데푸드)빵빠레바닐라,아이스크림,1200,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B1E53B8956674268B97D666B459EC177.jpg
270,CU(씨유),롯데푸드)빵빠레초코,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801118251313.jpg
271,CU(씨유),리엔)크림염색제흑갈색,생활용품,5950,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801051385410.jpg
272,CU(씨유),마그)해보삼,음료,1950,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8809574510036.jpg
273,CU(씨유),마미)미고랭오리지널,식품,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/9555022301600.jpg
274,CU(씨유),마미)쉐프톰양소컵,식품,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/9555022304526.jpg
275,CU(씨유),마즈)스니커즈땅콩,과자류,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/145D3EC2E051476A896A5F53C9F34255.jpg
276,CU(씨유),마즈)스니커즈아몬드,과자류,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/0000000401050.jpg
277,CU(씨유),마즈)스니커즈헤이즐넛,과자류,1133,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/93250547101A4221B55C99B06E57ADB0.jpg
278,CU(씨유),마즈)엠앤엠즈픽앤믹스,과자류,333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/0000088017907.jpg
279,CU(씨유),마즈)트윅스미니초콜릿,과자류,200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/0000040111896.jpg
280,CU(씨유),매일)네이처밸리아몬드,과자류,600,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8410076801012.jpg
281,CU(씨유),매일)네이처밸리오츠베리,과자류,600,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8410076801029.jpg
282,CU(씨유),매일)두유99.89팩190ml,음료,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/7D50F5959575422AB47BACB7070E7EE5.jpg
283,CU(씨유),매일)바리스타드립라떼325,음료,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/905E8CBFB75B4035B29B38BF3B5EA769.jpg
284,CU(씨유),매일)바리스타바닐라빈325,음료,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/0966F3D4FD8B474786C0BD8BD67D7D10.jpg
285,CU(씨유),매일)바리스타블랙컵325,음료,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/DD5B6C419EB4439BB173017AE37D9B7D.jpg
286,CU(씨유),매일)상하유기농멸균200ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/0000088004648.jpg
287,CU(씨유),매일)상하유기농저지방200,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121020036.jpg
288,CU(씨유),매일)식이섬유두유팩190ml,음료,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/F05E05AFEB9549DDB4A65D8F7E566095.jpg
289,CU(씨유),매일)썬업과일야채녹황,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/62AC8A989F4243F7BAA33E5770A39C27.jpg
290,CU(씨유),매일)썬업과일야채레드,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121752296.jpg
291,CU(씨유),매일)썬업과일야채퍼플,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/BD02498DCEB54DBAB59EAC14C3896804.jpg
292,CU(씨유),매일)아몬드브리즈190ml,음료,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/92C47F364FFB4447A1107F8A5F4736A1.jpg
293,CU(씨유),매일)아몬드브리즈바나나190ml,음료,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/BC306EE260CA4604887567D6404F0DAC.jpg
294,CU(씨유),매일)아몬드브리즈초콜릿190ml,음료,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/5F7692E4700B4C2B8493C235F8B3ACC4.jpg
295,CU(씨유),매일)엔요100ml,음료,333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121772416.jpg
296,CU(씨유),매일)우유속딸기,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121103388.jpg
297,CU(씨유),매일)우유속망고패션후르츠,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121023853.jpg
298,CU(씨유),매일)우유속코코아310ml,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/0FE308BC764A4737922D06DFC47C5C9B.jpg
299,CU(씨유),매일)카페라떼말차아몬드,음료,1067,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121025857.jpg
300,CU(씨유),매일)커피속흑당카페돌체,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801121767450.jpg
301,CU(씨유),매일)페레로누텔라앤고,과자류,1467,2+1,http://bgf-cu.xcache.kinxcdn.com/product/0009800800056.jpg
302,CU(씨유),먼지몬지)위생마스크5입,생활용품,1667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809449730460.jpg
303,CU(씨유),먼지몬지)황사마스크10매,생활용품,9950,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8809449730538.jpg
304,CU(씨유),메디안)치석케어치약,생활용품,2250,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/E325E3F44D504CA89B9F4F711597DAE9.jpg
305,CU(씨유),면)미트토마토파스타,식품,2600,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068377804.jpg
306,CU(씨유),명도)레알감자23g,과자류,500,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8809394830956.jpg
307,CU(씨유),미성)바비립캔디,과자류,500,1+1,http://bgf-cu.xcache.kinxcdn.com/product/6939495521858.jpg
308,CU(씨유),미성)오키오구미복숭아,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/9556437014635.jpg
309,CU(씨유),바나실)면마스크검정색,생활용품,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809471231270.jpg
310,CU(씨유),바나실)면마스크흰색,생활용품,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809471231287.jpg
311,CU(씨유),바디)내몸에순한면대16입,생활용품,5267,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/F49824F79EE74FD0BD993157EB8DA352.jpg
312,CU(씨유),바디)내몸에순한면중18입,생활용품,5267,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809299234828.jpg
313,CU(씨유),바디)내몸에순한면중4입,생활용품,1333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B678105A71C242ECA7EC8514A9C58D04.jpg
314,CU(씨유),바디)볼록맞춤울날중4입,생활용품,1033,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/14EE467729134029913FF956BE9AB112.jpg
315,CU(씨유),바디)순간흡수울날중4입,생활용품,1033,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/6758A0C0046141D49CE00B7382A54D03.jpg
316,CU(씨유),바디)순한면슈퍼롱3입,생활용품,2333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/ABE2DE12747E4802BD295A7BDEE77D3C.jpg
317,CU(씨유),본죽)단호박죽,식품,2400,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809310071364.jpg
318,CU(씨유),본죽)쇠고기죽,식품,2400,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809310070411.jpg
319,CU(씨유),본죽)통단팥죽,식품,2400,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809310071371.jpg
320,CU(씨유),빙그레)곤약젤리망고패션,식품,1000,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104664295.jpg
321,CU(씨유),빙그레)곤약젤리피치자두,식품,1000,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104664318.jpg
322,CU(씨유),빙그레)끌레도르바닐라바,아이스크림,1333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/84A839841BDC4BC8998B7C533AB67192.jpg
323,CU(씨유),빙그레)끌레도르블루베리,아이스크림,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104663175.jpg
324,CU(씨유),빙그레)끌레도르쿠키크림,아이스크림,1333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/2C8E884CCC5547B0A6B1A314DD1A7EF9.jpg
325,CU(씨유),빙그레)끌레도르크림치즈,아이스크림,1333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/A7981BBD6C7344828C680A7ABE6FA33C.jpg
326,CU(씨유),빙그레)농부의선물190ml,음료,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104665674.jpg
327,CU(씨유),빙그레)떡붕어싸만코,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104306928.jpg
328,CU(씨유),빙그레)메로나코코넛,아이스크림,500,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104664554.jpg
329,CU(씨유),빙그레)부드러운빵또아,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104307048.jpg
330,CU(씨유),빙그레)비비빅흑임자바,아이스크림,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104664158.jpg
331,CU(씨유),빙그레)뽀로로젤리,과자류,600,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/0862D432C0DA4FF1BAFF412CDAB2813B.jpg
332,CU(씨유),빙그레)뿌려먹는모짜렐라,식품,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104665506.jpg
333,CU(씨유),빙그레)슈퍼콘딸기,아이스크림,900,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104664271.jpg
334,CU(씨유),빙그레)슈퍼콘초코,아이스크림,900,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801104304351.jpg
335,CU(씨유),빙그레)아카페라UP라떼350,음료,1467,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/1AE4A87FB05F4E8D840C59AD39BC1F4B.jpg
336,CU(씨유),빙그레)아카페라UP스윗350,음료,1467,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/8953E9A6B98240E9835EB93A5683B767.jpg
337,CU(씨유),빙그레)아카페라UP아메350,음료,1467,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B24A424F4EC94D41904990318A474873.jpg
